id,Company,TypeName,Inches,touchscreen,cpu_brand,cpu_name,cpu_speed,ram,secondar_storage,primary_storage,memory_type,gpu_brand,gpu_name,OpSys,weight,Price,ppi,touchscreen_cat
492,Mediacom,Notebook,13.3,0,Intel,Celeron Quad,1.1,4,0,32.0,SSD,Intel, HD Graphics 500,windows,1.2,19660.0,165.6321180513006,Non-touch
493,MSI,Gaming,15.6,0,Intel,Core i7,2.8,16,2048,256.0,Hybrid,Nvidia, GeForce GTX 1060,windows,1.8,122491.0,202.37276851499232,Non-touch
494,Asus,Gaming,15.6,0,Intel,Core i5,2.5,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1060,windows,2.3,87859.0,141.21199808219862,Non-touch
495,Dell,Gaming,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050,windows,2.6,43636.0,141.21199808219862,Non-touch
496,Toshiba,Notebook,15.6,0,Intel,Core i7,2.5,8,0,256.0,SSD,Intel, HD Graphics 520,windows,2.2,74539.0,141.21199808219862,Non-touch
497,Dell,Notebook,15.6,0,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, GeForce 930MX,windows,1.9,72940.0,141.21199808219862,Non-touch
498,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,6,0,1024.0,HDD,Intel, HD Graphics 620,windows,2.4,30050.0,141.21199808219862,Non-touch
499,Lenovo,Notebook,15.6,0,AMD,A9-Series 9420,2.9,4,0,256.0,SSD,AMD, Radeon 530,windows,2.2,21259.0,141.21199808219862,Non-touch
500,Dell,Notebook,15.6,0,Intel,Core i5,1.6,8,0,256.0,SSD,AMD, Radeon 530,windows,2.2,42486.0,141.21199808219862,Non-touch
501,Asus,Notebook,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Intel, HD Graphics 620,windows,2.4,39907.0,141.21199808219862,Non-touch
502,Lenovo,2 in 1 Convertible,15.6,1,Intel,Core i7,2.8,8,0,256.0,SSD,Intel, HD Graphics 630,windows,2.0,69211.0,141.21199808219862,Touchscreen
503,HP,Notebook,15.6,0,Intel,Pentium Quad,1.6,4,0,256.0,SSD,Intel, HD Graphics 405,windows,1.9,21258.0,141.21199808219862,Non-touch
504,Lenovo,Notebook,15.6,0,AMD,A12-Series 9720P,3.6,8,0,1024.0,HDD,AMD, Radeon R7,windows,2.2,22857.0,100.45466986113651,Non-touch
505,Lenovo,Notebook,14.0,0,Intel,Core i7,2.7,8,0,512.0,SSD,AMD, Radeon R7 M460,,1.5,42571.0,157.3505121487356,Non-touch
506,Acer,Notebook,14.0,0,Intel,Pentium Quad,1.6,4,0,128.0,Flash Storage,Intel, HD Graphics 405,windows,1.6,18595.0,111.93520355955211,Non-touch
507,HP,Gaming,17.3,0,Intel,Core i7,2.8,12,0,1024.0,HDD,Nvidia, GeForce GTX 1060,windows,2.6,95851.0,127.33567457123111,Non-touch
508,Lenovo,Notebook,15.6,0,Intel,Core i7,2.9,8,0,256.0,SSD,Nvidia, Quadro M2200M,windows,2.7,111355.0,141.21199808219862,Non-touch
509,Lenovo,Notebook,15.6,0,Intel,Xeon E3-1535M,3.1,20,0,1024.0,SSD,Nvidia, Quadro M2200M,windows,2.5,200000.0,202.37276851499232,Non-touch
510,Lenovo,Notebook,14.0,0,Intel,Core i7,2.7,8,0,256.0,SSD,Nvidia, GeForce 940MX,windows,1.9,45768.0,157.3505121487356,Non-touch
511,Asus,Notebook,15.6,0,Intel,Pentium Quad,1.1,4,0,500.0,HDD,Intel, HD Graphics 500,windows,2.0,16197.0,100.45466986113651,Non-touch
512,Dell,Gaming,15.6,0,Intel,Core i7,2.6,16,0,1024.0,HDD,Nvidia, GeForce GTX 960<U+039C>,windows,2.6,46834.0,141.21199808219862,Non-touch
513,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,4,1024,1024.0,HDD,Intel, HD Graphics 620,windows,2.1,33111.0,141.21199808219862,Non-touch
514,Dell,Ultrabook,13.3,1,Intel,Core i7,1.8,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.2,74539.0,202.37276851499232,Touchscreen
515,Dell,Notebook,14.0,0,Intel,Core i3,2.0,4,0,128.0,SSD,Intel, HD Graphics 520,windows,1.6,39207.0,157.3505121487356,Non-touch
516,Lenovo,Notebook,15.6,0,Intel,Core i3,2.0,4,0,500.0,HDD,Intel, HD Graphics 520,,1.9,23976.0,100.45466986113651,Non-touch
517,Acer,Notebook,15.6,0,Intel,Core i3,2.0,4,0,500.0,HDD,Nvidia, GeForce GTX 940MX,windows,2.2,24988.0,100.45466986113651,Non-touch
518,HP,Ultrabook,13.3,0,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,61006.0,202.37276851499232,Non-touch
519,Dell,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,2.2,42358.0,141.21199808219862,Non-touch
520,Acer,Gaming,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050,linux,2.4,42517.0,141.21199808219862,Non-touch
521,Acer,2 in 1 Convertible,13.3,1,Intel,Core i5,1.6,1,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.6,53227.0,165.6321180513006,Touchscreen
522,Dell,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,Intel, HD Graphics 520,linux,2.2,23651.0,100.45466986113651,Non-touch
523,Asus,Notebook,15.6,0,AMD,E-Series 7110,1.8,4,0,500.0,HDD,AMD, Radeon R2 Graphics,windows,2.0,18595.0,100.45466986113651,Non-touch
524,Lenovo,Workstation,15.6,0,Intel,Core i7,2.5,16,0,512.0,SSD,Nvidia, Quadro M520M,windows,2.2,98834.0,141.21199808219862,Non-touch
525,Dell,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,Intel, HD Graphics 520,linux,2.3,19128.0,100.45466986113651,Non-touch
526,HP,Notebook,15.6,0,Intel,Core i3,2.4,4,0,128.0,SSD,Intel, HD Graphics 620,windows,2.1,37589.0,141.21199808219862,Non-touch
527,Dell,Notebook,15.6,0,Intel,Core i5,1.6,8,0,1100.0,HDD,AMD, Radeon 530,windows,2.0,40440.0,141.21199808219862,Non-touch
528,Dell,Notebook,15.6,0,Intel,Core i5,2.6,4,0,500.0,HDD,Intel, HD Graphics 620,linux,1.9,46300.0,100.45466986113651,Non-touch
529,Lenovo,Notebook,14.0,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,windows,1.9,41825.0,157.3505121487356,Non-touch
530,Lenovo,Notebook,14.0,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.8,63456.0,157.3505121487356,Non-touch
531,HP,Gaming,17.3,0,Intel,Core i7,2.8,12,0,1024.0,HDD,Nvidia, GeForce GTX 1060,windows,3.8,90523.0,127.33567457123111,Non-touch
532,Asus,Gaming,17.3,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,3.0,62231.0,127.33567457123111,Non-touch
533,Lenovo,Notebook,15.6,0,Intel,Core i5,2.3,4,0,1024.0,HDD,Intel, HD Graphics 520,,2.2,24634.0,141.21199808219862,Non-touch
534,HP,Notebook,17.3,0,AMD,A10-Series 9620P,2.5,6,0,1100.0,HDD,AMD, Radeon 530,windows,2.7,34899.0,127.33567457123111,Non-touch
535,HP,Ultrabook,15.6,0,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.8,74006.0,141.21199808219862,Non-touch
536,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.6,12,0,256.0,SSD,Intel, HD Graphics 520,windows,1.4,98994.0,202.37276851499232,Non-touch
537,HP,Notebook,15.6,0,Intel,Core i3,2.0,4,0,500.0,HDD,Intel, HD Graphics 520,windows,1.9,21152.0,141.21199808219862,Non-touch
538,Lenovo,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050 Ti,windows,2.5,66547.0,141.21199808219862,Non-touch
539,MSI,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,2.9,120832.0,141.21199808219862,Non-touch
540,Lenovo,Notebook,15.6,0,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,2.0,92121.0,141.21199808219862,Non-touch
541,Dell,Notebook,14.0,0,Intel,Core i5,2.8,8,0,256.0,SSD,Nvidia, GeForce 930MX,linux,1.6,58022.0,157.3505121487356,Non-touch
542,Acer,2 in 1 Convertible,11.6,1,Intel,Celeron Quad,1.6,4,0,32.0,Flash Storage,Intel, HD Graphics 400,other,1.3,20193.0,135.0942111925629,Touchscreen
543,HP,2 in 1 Convertible,13.3,1,Intel,Core i7,1.8,8,0,512.0,SSD,Intel, UHD Graphics 620,windows,1.3,106507.0,202.37276851499232,Touchscreen
544,Lenovo,Notebook,15.6,0,Intel,Core i3,2.0,4,0,128.0,SSD,Intel, HD Graphics 520,windows,2.2,26587.0,141.21199808219862,Non-touch
545,Dell,Notebook,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Intel, HD Graphics 620,linux,2.0,38681.0,141.21199808219862,Non-touch
546,HP,Notebook,14.0,0,Intel,Core i5,2.6,8,0,256.0,SSD,Intel, HD Graphics 620,windows,2.3,59887.0,111.93520355955211,Non-touch
547,Dell,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.9,59513.0,141.21199808219862,Non-touch
548,Asus,Notebook,14.0,0,Intel,Celeron Dual,1.1,4,0,32.0,Flash Storage,Intel, HD Graphics 500,windows,1.5,15877.0,157.3505121487356,Non-touch
549,Lenovo,Notebook,14.0,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.7,78055.0,157.3505121487356,Non-touch
550,Dell,Notebook,15.6,0,Intel,Core i5,2.6,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.9,76012.0,141.21199808219862,Non-touch
551,HP,Notebook,15.6,0,Intel,Core i5,2.5,8,0,500.0,HDD,AMD, FirePro W4190M ,windows,1.9,61485.0,141.21199808219862,Non-touch
552,Dell,Notebook,15.6,0,Intel,Core i5,1.6,4,0,1024.0,HDD,AMD, Radeon 530,windows,2.2,41345.0,141.21199808219862,Non-touch
553,Lenovo,Notebook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce 920MX,windows,1.9,45665.0,157.3505121487356,Non-touch
554,Dell,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.4,143803.0,127.33567457123111,Non-touch
555,Google,Ultrabook,12.3,1,Intel,Core i5,1.2,8,0,128.0,SSD,Intel, HD Graphics 615,other,1.1,67932.0,202.37276851499232,Touchscreen
556,Fujitsu,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,2.2,42571.0,100.45466986113651,Non-touch
557,Dell,Notebook,15.6,0,Intel,Core i5,2.6,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.9,62817.0,141.21199808219862,Non-touch
558,HP,Notebook,17.3,0,Intel,Core i3,2.0,8,0,1024.0,HDD,Intel, HD Graphics 520,windows,2.7,28992.0,106.11306214269258,Non-touch
559,Dell,Ultrabook,13.3,1,Intel,Core i5,1.6,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.4,98134.0,165.6321180513006,Touchscreen
560,HP,Notebook,15.6,0,Intel,Core i5,2.3,4,0,500.0,HDD,Intel, HD Graphics 520,windows,1.9,49657.0,100.45466986113651,Non-touch
561,HP,Notebook,17.3,0,Intel,Core i7,2.7,8,0,1024.0,HDD,Nvidia, GeForce 930MX,windows,2.6,68198.0,127.33567457123111,Non-touch
562,Mediacom,Notebook,14.0,0,Intel,Atom x5-Z8350,1.4,2,0,32.0,Flash Storage,Intel, HD Graphics,windows,1.4,12734.0,157.3505121487356,Non-touch
563,Asus,Notebook,15.6,0,Intel,Celeron Dual,1.1,4,0,500.0,HDD,Intel, HD Graphics 500,linux,2.0,11935.0,100.45466986113651,Non-touch
564,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,4,0,128.0,SSD,Intel, HD Graphics 620,,2.2,24935.0,141.21199808219862,Non-touch
565,Asus,Notebook,15.6,0,Intel,Core i7,2.6,12,1024,128.0,Hybrid,Intel, HD Graphics 530,windows,2.1,69211.0,202.37276851499232,Non-touch
566,Asus,2 in 1 Convertible,13.3,1,Intel,Core i5,2.5,6,0,1024.0,HDD,Intel, HD Graphics 620,windows,1.5,34046.0,165.6321180513006,Touchscreen
567,Dell,Notebook,14.0,0,Intel,Core i3,2.3,8,0,128.0,SSD,Intel, HD Graphics 520,windows,1.8,39427.0,111.93520355955211,Non-touch
568,Asus,Ultrabook,14.0,0,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,5.5,101232.0,157.3505121487356,Non-touch
569,Dell,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1050 Ti,windows,2.6,78801.0,141.21199808219862,Non-touch
570,Lenovo,Notebook,15.6,0,Intel,Core i5,1.6,4,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.8,44169.0,141.21199808219862,Non-touch
571,Mediacom,Notebook,13.3,0,Intel,Atom x5-Z8350,1.4,4,0,32.0,Flash Storage,Intel, HD Graphics,windows,1.4,13586.0,165.6321180513006,Non-touch
572,Dell,Workstation,10.0,0,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, Quadro M1200,windows,1.8,128298.0,202.37276851499232,Non-touch
573,Lenovo,Notebook,15.6,0,AMD,A6-Series 7310,2.0,4,0,500.0,HDD,AMD, Radeon R4,windows,2.2,15877.0,100.45466986113651,Non-touch
574,Lenovo,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,Nvidia, GeForce 920MX ,windows,2.2,30849.0,141.21199808219862,Non-touch
575,Lenovo,Notebook,17.3,0,Intel,Core i7,2.7,6,1024,128.0,Hybrid,Nvidia, GeForce 940MX,windows,2.8,50563.0,106.11306214269258,Non-touch
576,Lenovo,Notebook,14.0,0,Intel,Core i5,2.5,8,0,180.0,SSD,Intel, HD Graphics 620,windows,1.7,72674.0,157.3505121487356,Non-touch
577,Mediacom,Notebook,14.0,0,Intel,Atom Z8350,1.9,4,0,32.0,HDD,Intel, HD Graphics 400,windows,1.4,14119.0,161.72539083525606,Non-touch
578,HP,Notebook,15.6,0,AMD,A10-Series A10-9620P,2.5,6,0,128.0,SSD,AMD, Radeon 530,windows,1.9,30311.0,141.21199808219862,Non-touch
579,Asus,Notebook,15.6,0,Intel,Celeron Dual,1.1,8,0,1024.0,HDD,Intel, HD Graphics 500,windows,2.0,21259.0,100.45466986113651,Non-touch
580,HP,Notebook,17.3,0,Intel,Core i7,2.7,8,0,256.0,SSD,Nvidia, GeForce 930MX,windows,2.6,63936.0,127.33567457123111,Non-touch
581,Dell,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,AMD, Radeon R5 M420,windows,2.2,32922.0,100.45466986113651,Non-touch
582,Asus,Notebook,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050,windows,2.0,48305.0,141.21199808219862,Non-touch
583,Toshiba,Notebook,13.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.1,89084.0,165.6321180513006,Non-touch
584,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.5,20,0,512.0,SSD,Intel, HD Graphics 520,windows,1.2,89864.0,202.37276851499232,Non-touch
585,Dell,Ultrabook,13.3,1,Intel,Core i5,1.6,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.2,99580.0,202.37276851499232,Touchscreen
586,Dell,Notebook,15.6,0,Intel,Core i7,1.8,8,0,512.0,SSD,Nvidia, GeForce 940MX,windows,2.2,67239.0,141.21199808219862,Non-touch
587,HP,2 in 1 Convertible,13.3,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.6,44574.0,117.82653006268643,Touchscreen
588,Lenovo,Notebook,14.0,0,Intel,Celeron Dual,1.6,2,0,32.0,Flash Storage,Intel, HD Graphics 400,windows,1.4,13267.0,111.93520355955211,Non-touch
589,Lenovo,Ultrabook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,79867.0,157.3505121487356,Non-touch
590,Lenovo,2 in 1 Convertible,13.3,1,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,93635.0,165.6321180513006,Touchscreen
591,Acer,2 in 1 Convertible,11.6,1,Intel,Celeron Dual,2.0,4,0,32.0,Flash Storage,Intel, HD Graphics 500,windows,1.3,18595.0,189.90579052433606,Touchscreen
592,Dell,Gaming,17.3,0,Intel,Core i7,2.8,20,1024,1024.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.4,194973.0,202.37276851499232,Non-touch
593,Dell,Notebook,15.6,1,Intel,Core i7,2.8,16,0,1024.0,SSD,Nvidia, GeForce GTX 1050,windows,2.1,127819.0,202.37276851499232,Touchscreen
594,Dell,Notebook,15.6,0,Intel,Core i3,2.4,4,0,1024.0,HDD,Intel, HD Graphics 620,windows,2.2,31254.0,100.45466986113651,Non-touch
595,Lenovo,Notebook,15.6,0,Intel,Core i3,2.7,4,0,128.0,SSD,Intel, HD Graphics 620,windows,2.1,33566.0,141.21199808219862,Non-touch
596,Lenovo,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050M,windows,2.5,59088.0,141.21199808219862,Non-touch
597,MSI,Gaming,17.3,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050 Ti,windows,2.7,71847.0,127.33567457123111,Non-touch
598,HP,Notebook,13.3,0,Intel,Core i5,1.6,4,0,128.0,SSD,Intel, UHD Graphics 620,windows,1.5,38681.0,165.6321180513006,Non-touch
599,HP,Ultrabook,13.3,1,Intel,Core M,1.2,16,0,512.0,SSD,Intel, HD Graphics 515,windows,1.2,104695.0,202.37276851499232,Touchscreen
600,HP,Notebook,17.0,0,AMD,A9-Series 9420,3.0,8,0,1024.0,HDD,AMD, Radeon R5,windows,2.6,27754.0,107.98564559226952,Non-touch
601,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,4,0,1024.0,HDD,Intel, HD Graphics 620,,1.9,26102.0,100.45466986113651,Non-touch
602,Lenovo,Notebook,17.3,0,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, Quadro M620M,windows,3.4,159787.0,127.33567457123111,Non-touch
603,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.1,130536.0,157.3505121487356,Non-touch
604,Dell,2 in 1 Convertible,13.3,1,Intel,Core i3,2.4,4,0,1024.0,HDD,Intel, HD Graphics 620,windows,1.7,34579.0,165.6321180513006,Touchscreen
605,Chuwi,Notebook,15.6,0,Intel,Atom x5-Z8350,1.4,4,0,64.0,Flash Storage,Intel, HD Graphics,windows,1.9,13261.0,141.21199808219862,Non-touch
606,Asus,Gaming,15.6,0,Intel,Core i7,2.8,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050 Ti,,2.5,62284.0,141.21199808219862,Non-touch
607,Dell,Notebook,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,AMD, Radeon R7 M445,linux,2.3,31410.0,100.45466986113651,Non-touch
608,Acer,Notebook,15.6,0,Intel,Core i3,2.0,4,0,500.0,HDD,Intel, HD Graphics 520,windows,2.4,23976.0,100.45466986113651,Non-touch
609,Lenovo,Notebook,15.6,0,Intel,Core i3,2.0,4,0,128.0,SSD,Intel, HD Graphics 520,windows,2.3,30103.0,100.45466986113651,Non-touch
610,Asus,Notebook,15.6,0,Intel,Core i5,2.5,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.5,44702.0,141.21199808219862,Non-touch
611,HP,Notebook,15.6,0,AMD,A9-Series 9420,3.0,4,0,1024.0,HDD,AMD, Radeon 520,windows,2.1,26054.0,141.21199808219862,Non-touch
612,Lenovo,Notebook,14.0,0,Intel,Celeron Dual,1.6,4,0,32.0,Flash Storage,Intel, HD Graphics,windows,1.4,14599.0,111.93520355955211,Non-touch
613,Lenovo,Notebook,14.0,0,Intel,Core i5,1.6,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.8,55891.0,157.3505121487356,Non-touch
614,Acer,Gaming,17.3,0,Intel,Core i7,2.6,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 1060,windows,4.2,103097.0,127.33567457123111,Non-touch
615,Acer,Ultrabook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, Graphics 620,windows,1.8,48964.0,157.3505121487356,Non-touch
616,Dell,Notebook,15.6,0,Intel,Core i5,2.5,12,0,1024.0,HDD,Intel, HD Graphics 620,windows,2.3,34579.0,100.45466986113651,Non-touch
617,Razer,Gaming,14.0,0,Intel,Core i7,2.8,16,0,256.0,SSD,Nvidia, GeForce GTX 1060,windows,2.0,138475.0,157.3505121487356,Non-touch
618,Dell,Ultrabook,13.3,1,Intel,Core i5,1.6,8,0,128.0,SSD,Intel, UHD Graphics 620,windows,1.2,85195.0,202.37276851499232,Touchscreen
619,HP,Notebook,15.6,0,AMD,A9-Series A9-9420,3.0,6,1024,128.0,Hybrid,AMD, Radeon 520,windows,2.1,34632.0,141.21199808219862,Non-touch
620,Dell,Workstation,15.6,0,Intel,Core i7,2.7,16,0,512.0,SSD,Nvidia, Quadro M620,windows,2.2,124569.0,141.21199808219862,Non-touch
621,Toshiba,Notebook,13.3,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.2,64629.0,165.6321180513006,Non-touch
622,Dell,Notebook,15.6,0,Intel,Core i5,2.6,4,0,500.0,HDD,Intel, HD Graphics 620,windows,1.9,51096.0,100.45466986113651,Non-touch
623,Acer,Notebook,15.6,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,windows,2.4,29784.0,100.45466986113651,Non-touch
624,Lenovo,Ultrabook,12.5,0,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,84396.0,176.23257360658386,Non-touch
625,Lenovo,Notebook,15.6,0,Intel,Pentium Quad,1.1,4,0,500.0,HDD,Intel, HD Graphics 505,windows,2.2,18328.0,141.21199808219862,Non-touch
626,Dell,Notebook,15.6,0,Intel,Core i7,2.8,16,0,512.0,SSD,Nvidia, GeForce GTX 1050,windows,2.1,101179.0,141.21199808219862,Non-touch
627,Lenovo,Notebook,13.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,51149.0,165.6321180513006,Non-touch
628,Asus,Gaming,17.3,0,Intel,Core i7,2.7,20,0,512.0,SSD,Nvidia, GeForce GTX 1080,windows,3.8,149131.0,127.33567457123111,Non-touch
629,Lenovo,Notebook,15.6,0,Intel,Core i7,2.7,4,0,1024.0,HDD,Intel, HD Graphics 620,windows,1.9,41505.0,141.21199808219862,Non-touch
630,Lenovo,Ultrabook,12.5,0,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.4,95797.0,176.23257360658386,Non-touch
631,Acer,Gaming,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050,linux,2.4,37776.0,141.21199808219862,Non-touch
632,Lenovo,Notebook,14.0,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,windows,2.0,52747.0,111.93520355955211,Non-touch
633,HP,Workstation,15.6,0,Intel,Core i7,2.8,16,0,256.0,SSD,Nvidia, Quadro M2200,windows,2.6,128884.0,141.21199808219862,Non-touch
634,Dell,Ultrabook,13.3,0,Intel,Core i5,1.6,8,0,256.0,SSD,Intel, UHD Graphics 620,windows,1.2,77251.0,165.6321180513006,Non-touch
635,Asus,Ultrabook,12.5,0,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,0.9,103896.0,176.23257360658386,Non-touch
636,Dell,2 in 1 Convertible,13.3,1,Intel,Core i5,1.6,8,0,1024.0,HDD,Intel, UHD Graphics 620,windows,1.6,35112.0,165.6321180513006,Touchscreen
637,HP,Workstation,17.3,0,Intel,Core i5,2.8,8,0,500.0,HDD,Nvidia, Quadro M1200,windows,3.1,99154.0,106.11306214269258,Non-touch
638,MSI,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1060,windows,1.8,111594.0,141.21199808219862,Non-touch
639,MSI,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050 Ti,windows,2.2,63499.0,141.21199808219862,Non-touch
640,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce 940MX,windows,2.3,53919.0,141.21199808219862,Non-touch
641,HP,Notebook,14.0,0,Intel,Pentium Quad,1.6,8,0,1100.0,HDD,Intel, HD Graphics 405,windows,1.9,20726.0,111.93520355955211,Non-touch
642,Acer,Notebook,15.6,0,Intel,Core i3,2.0,4,0,500.0,HDD,Intel, HD Graphics 520,windows,2.4,21887.0,100.45466986113651,Non-touch
643,HP,Notebook,15.6,0,Intel,Core i3,2.0,4,0,500.0,HDD,Intel, HD Graphics 520,,1.9,19442.0,100.45466986113651,Non-touch
644,HP,Notebook,15.6,0,AMD,A9-Series A9-9420,3.0,6,0,256.0,SSD,AMD, Radeon 530,windows,2.0,34579.0,141.21199808219862,Non-touch
645,Dell,Notebook,15.6,0,Intel,Core i7,2.7,8,1024,128.0,Hybrid,Nvidia, GeForce 940MX,windows,2.0,64309.0,141.21199808219862,Non-touch
646,Toshiba,Notebook,15.6,0,Intel,Core i5,2.5,8,0,500.0,HDD,Intel, HD Graphics 620,windows,2.0,56690.0,141.21199808219862,Non-touch
647,Dell,Notebook,15.6,0,Intel,Core i3,2.0,8,0,256.0,SSD,Intel, HD Graphics 520,windows,2.0,35431.0,100.45466986113651,Non-touch
648,Dell,Notebook,15.6,0,Intel,Core i7,1.8,8,0,256.0,SSD,AMD, Radeon 530,windows,5.5,48964.0,141.21199808219862,Non-touch
649,Toshiba,Notebook,14.0,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,81785.0,157.3505121487356,Touchscreen
650,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,2.3,44222.0,141.21199808219862,Non-touch
651,Lenovo,2 in 1 Convertible,14.0,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.7,53227.0,157.3505121487356,Touchscreen
652,Lenovo,Notebook,15.6,0,Intel,Core i5,1.6,4,0,500.0,HDD,Intel, HD Graphics 620,windows,2.1,36497.0,141.21199808219862,Non-touch
653,Lenovo,Workstation,15.6,0,Intel,Core i7,2.8,16,0,1024.0,SSD,Nvidia, Quadro M520M,windows,2.5,175771.0,202.37276851499232,Non-touch
654,Acer,Notebook,14.0,0,Intel,Celeron Dual,1.6,2,0,32.0,Flash Storage,Intel, HD Graphics 400,other,1.7,17582.0,111.93520355955211,Non-touch
655,Mediacom,Notebook,14.0,0,Intel,Atom x5-Z8350,1.4,4,0,32.0,SSD,Intel, HD Graphics,windows,1.4,13267.0,157.3505121487356,Non-touch
